calibration data
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
-474,-160,16256
